%Time	Paddle Displacement	LC1	LC2	WG0	WG1	WG2	WG3
31/08/2023 14.31.56.33137	0.772679	2.21829	1.03203	-329.855	-9.9223	-8.3345	1.37636
31/08/2023 14.31.56.38137	0.772648	2.41467	1.09981	-330.277	-9.17029	-10.2216	-3.48683
31/08/2023 14.31.56.43187	0.772506	0.663422	0.434174	-328.192	-6.10435	-10.9396	-7.01152
31/08/2023 14.31.56.48187	0.772646	-0.124878	0.19371	-322	-2.31285	-10.7499	-9.54649
31/08/2023 14.31.56.53187	0.772715	0.460571	0.337402	-302.136	0.848038	-9.30124	-10.898
31/08/2023 14.31.56.58187	0.772731	1.27426	0.708694	-289.832	3.14334	-5.84712	-11.321
31/08/2023 14.31.56.63187	0.7725	0.00314331	0.239319	-281.359	4.22086	-1.78532	-11.1282
31/08/2023 14.31.56.68187	0.772578	-0.280975	0.203979	-275.59	5.25607	1.49522	-9.42799
31/08/2023 14.31.56.73187	0.772695	0.182678	0.379211	-271.89	5.83528	4.46297	-5.61403
31/08/2023 14.31.56.78187	0.772704	1.87079	0.945969	-271.805	6.54965	6.38861	-0.86203
31/08/2023 14.31.56.83187	0.772697	1.96661	1.02159	-275.159	7.21672	7.87419	3.66428
31/08/2023 14.31.56.88187	0.772459	1.79501	0.770233	-281.859	7.3306	8.47377	7.60828
31/08/2023 14.31.56.93187	0.772633	0.241333	0.44458	-286.877	7.37929	8.86613	9.86996
31/08/2023 14.31.56.98187	0.772728	-0.099823	0.232346	-292.206	7.23453	8.69962	10.5002
31/08/2023 14.31.57.03212	0.772696	0.912323	0.597443	-297.679	7.1595	8.77316	10.6212
31/08/2023 14.31.57.08212	0.772608	1.10876	0.652405	-302.625	5.4834	8.58211	9.96436
31/08/2023 14.31.57.13212	0.772496	3.78595	1.5909	-307.57	2.09839	7.24225	8.22316
31/08/2023 14.31.57.18212	0.772662	0.898926	0.619202	-311.985	-2.04486	4.44487	7.09409
31/08/2023 14.31.57.23212	0.772702	3.31708	1.31783	-314.12	-5.7775	0.622238	5.82738
31/08/2023 14.31.57.28212	0.772706	1.86011	0.906143	-316.333	-9.43913	-3.19859	4.59322
31/08/2023 14.31.57.33212	0.772526	0.827789	0.569901	-319.556	-12.0137	-6.77136	3.45294
31/08/2023 14.31.57.38212	0.77259	-0.0276794	0.519699	-321.85	-13.7561	-9.75418	2.53468
31/08/2023 14.31.57.43212	0.772712	2.48849	1.26187	-321.891	-14.3038	-11.9249	1.5681
31/08/2023 14.31.57.48212	0.772709	0.906891	0.857361	-318.544	-13.8642	-13.058	0.441254
31/08/2023 14.31.57.53212	0.77272	1.39444	0.683029	-312.672	-10.7638	-13.0614	-1.37344
31/08/2023 14.31.57.58212	0.772436	2.36505	0.98201	-304.401	-5.6424	-12.0269	-4.12875
31/08/2023 14.31.57.63212	0.77261	-0.290833	0.214081	-296.521	0.0666656	-8.35913	-6.96262
31/08/2023 14.31.57.68212	0.77273	-1.71164	-0.187622	-288.843	5.56911	-3.18591	-9.40388
31/08/2023 14.31.57.73287	0.772673	-1.75424	-0.125961	-283.341	10.4324	2.32118	-10.9586
31/08/2023 14.31.57.78287	0.772714	-1.4808	-0.18718	-280.033	14.0949	7.12944	-11.385
31/08/2023 14.31.57.83312	0.772407	-1.10455	0.0558014	-279.301	16.1966	10.8359	-10.2768
31/08/2023 14.31.57.88312	0.77266	1.59625	0.696365	-279.689	17.0309	13.1486	-5.81184
31/08/2023 14.31.57.93487	0.772715	2.44373	1.0594	-281.362	17.0173	14.1145	1.05548
31/08/2023 14.31.57.98487	0.772692	3.22995	1.33656	-288.424	15.8721	14.0629	7.38023
31/08/2023 14.31.58.03487	0.772577	1.64618	0.82933	-296.648	12.6204	13.0682	12.3484
31/08/2023 14.31.58.08487	0.772538	-0.340851	0.176193	-304.771	7.38971	11.0375	15.0777
31/08/2023 14.31.58.13487	0.772699	-0.1203	0.124954	-313.984	1.05089	7.80711	16.5464
31/08/2023 14.31.58.18487	0.77268	1.19217	0.700623	-319.789	-5.46034	4.52168	17.0561
31/08/2023 14.31.58.23487	0.772726	1.71143	0.753296	-323.15	-10.8586	1.71834	16.2897
31/08/2023 14.31.58.28487	0.772483	1.74307	0.838928	-321.657	-14.88	-0.889832	13.4267
31/08/2023 14.31.58.33687	0.772594	2.39038	1.06721	-314.294	-17.0876	-3.17326	8.58287
31/08/2023 14.31.58.38687	0.772742	3.26639	1.33223	-307.585	-18.34	-5.50798	3.26683
31/08/2023 14.31.58.43687	0.772671	0.835632	0.590134	-301.671	-18.3194	-8.44345	-1.62157
31/08/2023 14.31.58.48687	0.772712	-0.315216	0.231812	-297.524	-15.8508	-11.2619	-6.02403
31/08/2023 14.31.58.53687	0.772408	1.96686	1.01529	-295.374	-10.4601	-13.4279	-9.18701
31/08/2023 14.31.58.58687	0.772648	3.73608	1.69307	-294.447	-3.50635	-14.4704	-11.5652
31/08/2023 14.31.58.63712	0.772731	4.59747	2.05777	-294.947	3.43188	-14.4244	-12.4757
31/08/2023 14.31.58.68712	0.772692	4.32205	1.88995	-296.804	8.01869	-12.1586	-12.5305
31/08/2023 14.31.58.73987	0.772643	5.49258	2.19562	-300.778	11.3968	-6.00946	-12.0164
31/08/2023 14.31.58.78987	0.772476	2.17603	1.03575	-303.302	13.6652	3.02644	-11.1741
31/08/2023 14.31.58.83987	0.772673	1.09619	0.673996	-304.704	14.7814	11.9261	-8.66139
31/08/2023 14.31.58.88987	0.772743	0.216858	0.336258	-302.304	14.5129	18.6527	-4.83908
31/08/2023 14.31.58.93987	0.772651	-1.53741	-0.0357513	-294.737	13.1463	22.0976	0.117432
31/08/2023 14.31.58.98987	0.772499	-1.18863	-0.109634	-287.675	10.1431	22.5459	4.98242
31/08/2023 14.31.59.03987	0.772611	0.194611	0.319153	-281.037	6.01367	19.8882	9.73796
31/08/2023 14.31.59.08987	0.772662	2.0665	0.790833	-278.927	1.96021	12.9787	13.4538
31/08/2023 14.31.59.13987	0.772752	1.39606	0.675293	-279.127	-1.80238	5.00313	15.9478
31/08/2023 14.31.59.18987	0.772733	6.08368	2.23413	-282.089	-4.56577	-1.46884	16.5167
31/08/2023 14.31.59.23987	0.77241	1.86569	0.893448	-287.635	-6.80016	-6.71771	16.1017
31/08/2023 14.31.59.28987	0.772633	3.6506	1.68687	-294.757	-7.83342	-9.40536	12.6164
31/08/2023 14.31.59.33987	0.77269	3.53159	1.43037	-300.112	-8.04352	-10.0661	6.6367
31/08/2023 14.31.59.38987	0.772734	3.59903	1.33212	-304.841	-8.16219	-9.84238	0.536911
31/08/2023 14.31.59.43987	0.772632	-0.00100708	0.30072	-310.467	-7.7471	-9.54729	-4.29366
31/08/2023 14.31.59.48987	0.772492	0.996277	0.549835	-315.52	-6.30608	-8.2708	-7.45261
31/08/2023 14.31.59.53987	0.772638	1.23993	0.583069	-320.777	-3.25008	-6.40541	-9.28336
31/08/2023 14.31.59.58987	0.772736	0.557281	0.504898	-327.474	0.617584	-4.12585	-9.64516
31/08/2023 14.31.59.63987	0.772713	0.83432	0.463257	-332.281	4.38403	-1.98199	-9.12526
31/08/2023 14.31.59.68987	0.772552	0.38681	0.365509	-336.522	7.42184	0.335754	-6.98714
31/08/2023 14.31.59.74038	0.772524	2.8688	1.17705	-337.564	9.79633	2.64479	-3.52071
31/08/2023 14.31.59.79038	0.772744	3.31564	1.68973	-333.885	10.5375	5.16997	-0.808075
31/08/2023 14.31.59.84162	0.772669	0.983643	0.670761	-329.709	10.7457	7.48695	1.12743
31/08/2023 14.31.59.89162	0.772672	-1.23929	-0.081955	-330.553	8.92944	8.99258	2.34962
31/08/2023 14.31.59.94162	0.772465	-2.50586	-0.264816	-330.547	4.58221	9.45369	3.08266
31/08/2023 14.31.59.99162	0.772643	-2.58667	-0.359009	-330.474	-0.65654	8.99319	3.51631
31/08/2023 14.32.00.04162	0.77269	-1.92853	-0.18576	-274.274	-4.83195	6.25108	3.92978
31/08/2023 14.32.00.09162	0.772718	0.676666	0.498993	-251.562	-7.29021	2.07085	4.26024
31/08/2023 14.32.00.14162	0.772643	-0.289124	0.270676	-251.186	-7.92043	-2.38316	4.34326
31/08/2023 14.32.00.19162	0.772477	-0.656128	0.171402	-262.468	-7.44449	-6.03056	4.78256
31/08/2023 14.32.00.24162	0.772663	-1.50662	-0.148697	-270.549	-2.71208	-8.19577	4.74904
31/08/2023 14.32.00.29162	0.772721	0.536072	0.393311	-280.553	4.96767	-8.49826	3.66502
31/08/2023 14.32.00.34162	0.772694	3.88977	1.73293	-290.436	11.3574	-7.00931	1.35355
31/08/2023 14.32.00.39162	0.772579	0.740753	0.50386	-296.24	15.5854	-0.96254	-1.13644
31/08/2023 14.32.00.44214	0.772521	0.459625	0.381699	-301.706	16.6778	6.21101	-2.65205
31/08/2023 14.32.00.49214	0.772697	0.623566	0.404007	-306.918	15.0943	11.6838	-3.05818
31/08/2023 14.32.00.54237	0.772718	1.5274	0.832611	-311.778	9.69165	14.987	-2.51917
31/08/2023 14.32.00.59237	0.772674	3.8768	1.52527	-315.989	1.44125	15.7219	-0.0251007
31/08/2023 14.32.00.64237	0.772481	1.12778	0.594788	-318.277	-7.12724	15.2367	4.59076
31/08/2023 14.32.00.69237	0.772616	1.51263	0.557861	-320.4	-14.9558	10.1061	8.89584
31/08/2023 14.32.00.74237	0.772673	2.68112	1.10411	-322.829	-20.0772	1.19487	12.0376
31/08/2023 14.32.00.79237	0.772727	0.516388	0.343231	-324.64	-21.9886	-8.22002	12.9048
31/08/2023 14.32.00.84312	0.772706	3.15811	1.2365	-325.768	-22.0217	-15.2971	11.6344
31/08/2023 14.32.00.89312	0.772439	1.2384	0.596481	-326.93	-19.8121	-20.3034	5.23245
31/08/2023 14.32.00.94312	0.772643	0.589233	0.377274	-327.522	-13.1286	-22.1583	-4.45909
31/08/2023 14.32.00.99312	0.772684	1.35526	0.792755	-325.928	-3.80846	-22.126	-13.2674
31/08/2023 14.32.01.04312	0.772749	5.27042	2.38603	-317.824	6.22145	-17.8014	-20.2644
31/08/2023 14.32.01.09312	0.77264	1.95233	1.0614	-307.563	14.8406	-8.19667	-23.7624
31/08/2023 14.32.01.14312	0.772459	0.147552	0.328323	-297.182	21.9042	2.99957	-24.6061
31/08/2023 14.32.01.19312	0.772662	0.071106	0.361618	-288.866	26.0314	13.3031	-20.7704
31/08/2023 14.32.01.24337	0.772711	-0.725586	-0.0085907	-281.072	27.2458	21.4821	-9.87256
31/08/2023 14.32.01.29337	0.772716	-1.14111	0.0249329	-271.622	26.314	26.1578	3.15558
31/08/2023 14.32.01.34587	0.772532	-0.783844	0.0779572	-265.578	20.4264	27.1142	15.751
31/08/2023 14.32.01.39587	0.772563	0.563568	0.505035	-263.251	11.3431	26.1531	25.1431
31/08/2023 14.32.01.44587	0.772704	2.50293	1.06076	-263.675	2.5163	21.6422	30.7783
31/08/2023 14.32.01.49587	0.772694	3.43576	1.47488	-268.586	-5.88515	13.2926	32.358
31/08/2023 14.32.01.54587	0.772677	0.611115	0.473633	-277.801	-13.0501	4.89032	31.7971
31/08/2023 14.32.01.59587	0.772508	0.411896	0.344955	-295.385	-17.7274	-2.98302	26.4207
31/08/2023 14.32.01.64612	0.772601	-0.402557	0.134445	-306.957	-20.4595	-9.00398	17.4281
31/08/2023 14.32.01.69612	0.772724	0.500092	0.432236	-309.889	-21.8643	-13.8431	6.91316
31/08/2023 14.32.01.74612	0.772708	0.495392	0.462708	-311.335	-21.9035	-17.2259	-2.83096
31/08/2023 14.32.01.79612	0.772627	2.31717	0.9133	-313.224	-20.5011	-18.733	-11.2315
31/08/2023 14.32.01.84612	0.772481	1.06854	0.668121	-315.833	-16.6744	-19.0218	-17.3212
31/08/2023 14.32.01.89612	0.772642	3.61551	1.57089	-318.393	-11.1624	-18.6497	-21.3383
31/08/2023 14.32.01.94612	0.772684	3.63281	1.4836	-319.973	-4.7146	-16.5097	-22.9609
31/08/2023 14.32.01.99612	0.772728	2.47299	1.04959	-321.233	2.53625	-12.317	-22.9464
31/08/2023 14.32.02.04637	0.77255	0.373688	0.428452	-324.459	10.2908	-6.91039	-22.205
31/08/2023 14.32.02.09637	0.772566	0.136902	0.299316	-324.327	17.513	-0.720657	-18.6624
31/08/2023 14.32.02.14637	0.772677	1.75635	0.811935	-320.859	23.4117	6.27382	-12.7301
31/08/2023 14.32.02.19637	0.77272	3.65256	1.28139	-313.172	27.6012	12.903	-5.54073
31/08/2023 14.32.02.24637	0.772674	3.10239	1.27441	-306.564	29.0162	19.1835	3.15871
31/08/2023 14.32.02.29637	0.772486	1.92987	1.00296	-300.83	28.0184	23.5508	11.5421
31/08/2023 14.32.02.34637	0.77268	0.121582	0.559097	-294.171	21.1858	25.5977	19.2692
31/08/2023 14.32.02.39637	0.772657	1.06479	0.710464	-290.062	10.8575	25.9666	25.0912
31/08/2023 14.32.02.44737	0.772721	-0.957672	0.127731	-287.379	0.123657	24.3097	28.8494
31/08/2023 14.32.02.49737	0.772717	1.86658	0.868851	-284.754	-10.9201	17.0086	29.7687
31/08/2023 14.32.02.54737	0.772427	4.0672	1.61993	-281.134	-19.4587	6.60483	29.1472
31/08/2023 14.32.02.59737	0.772636	-0.0671082	0.296814	-280.358	-25.3634	-3.91124	23.4357
31/08/2023 14.32.02.64737	0.772731	1.73154	0.684845	-280.782	-27.897	-12.953	13.4921
31/08/2023 14.32.02.69737	0.772697	-0.406769	0.100861	-285.178	-28.5692	-20.2307	2.79198
31/08/2023 14.32.02.74912	0.772585	2.647	1.22932	-289.406	-27.2192	-25.257	-6.94501
31/08/2023 14.32.02.79912	0.772505	2.89575	1.27852	-295.465	-21.183	-27.8788	-14.8735
31/08/2023 14.32.02.84987	0.772697	0.0904541	0.416168	-297.338	-12.0323	-27.9671	-21.6361
31/08/2023 14.32.02.89987	0.772681	-1.46234	-0.0659485	-303.991	-3.26775	-26.243	-25.9939
31/08/2023 14.32.02.94987	0.772712	-1.53717	-0.0867767	-313.949	3.88316	-19.806	-28.0442
31/08/2023 14.32.02.99987	0.772475	1.81641	0.706848	-318.509	8.95094	-10.9366	-28.5705
31/08/2023 14.32.03.05137	0.772624	2.6319	1.20734	-322.3	12.0088	-1.45711	-27.2657
31/08/2023 14.32.03.10137	0.772658	0.323792	0.598602	-323.952	13.3019	7.34741	-21.6141
31/08/2023 14.32.03.15137	0.772759	2.09702	0.881058	-325.151	14.05	15.152	-12.4245
31/08/2023 14.32.03.20137	0.772688	0.220886	0.351028	-325.15	14.2182	20.3284	-1.10136
31/08/2023 14.32.03.25137	0.772417	4.04391	1.5887	-324.101	13.9496	22.7106	10.1998
31/08/2023 14.32.03.30137	0.77265	0.246552	0.501251	-319.013	14.0348	22.7748	20.4828
31/08/2023 14.32.03.35337	0.772729	1.16064	0.706833	-313.453	14.3593	22.1507	27.4877
31/08/2023 14.32.03.40337	0.772683	1.39996	0.83551	-307.506	14.1756	19.6758	30.3464
31/08/2023 14.32.03.45337	0.772623	0.788574	0.674332	-301.008	12.7639	16.0891	30.9852
31/08/2023 14.32.03.50337	0.772508	-1.85397	-0.208969	-295.032	8.54405	12.3033	28.6678
31/08/2023 14.32.03.55337	0.772673	-2.47302	-0.29303	-289.624	1.73738	8.01186	22.2428
31/08/2023 14.32.03.60337	0.772715	-2.43732	-0.295044	-280.794	-6.07053	3.48016	14.1281
31/08/2023 14.32.03.65587	0.772745	-1.25134	0.0726929	-270.027	-12.9169	-0.937439	7.27271
31/08/2023 14.32.03.70587	0.772481	-0.319397	0.2547	-266.974	-18.3752	-4.89372	1.55618
31/08/2023 14.32.03.75587	0.772552	0.942017	0.542557	-267.428	-22.0514	-9.15315	-2.63481
31/08/2023 14.32.03.80587	0.772691	1.09381	0.580002	-272.618	-22.7963	-13.2965	-6.49464
31/08/2023 14.32.03.85587	0.772719	-0.475891	0.197861	-283.879	-22.2051	-16.5073	-10.1638
31/08/2023 14.32.03.90587	0.7727	3.62833	1.32796	-298.168	-19.0166	-19.0284	-13.5578
31/08/2023 14.32.03.95587	0.772425	4.19284	1.72826	-312.382	-12.6727	-20.0058	-16.5288
31/08/2023 14.32.04.00587	0.772674	1.72461	0.73848	-320.887	-5.5815	-20.0136	-18.242
31/08/2023 14.32.04.05587	0.772717	-0.344482	0.208435	-324.321	1.53348	-18.8589	-19.3752
31/08/2023 14.32.04.10587	0.77273	-0.719727	0.00784302	-325.016	7.78593	-13.6384	-19.5665
31/08/2023 14.32.04.15637	0.772613	-0.137878	0.175171	-324.317	13.1551	-5.27338	-18.2434
31/08/2023 14.32.04.20637	0.77246	2.29779	1.16406	-320.25	16.1231	4.43221	-13.3092
31/08/2023 14.32.04.25637	0.772683	1.12927	0.588593	-314.779	18.1371	13.6025	-5.31955
31/08/2023 14.32.04.30637	0.77272	2.03723	0.963959	-309.783	18.4309	21.0815	3.11539
31/08/2023 14.32.04.35637	0.772722	0.131683	0.318573	-305.469	17.2367	25.32	10.4625
31/08/2023 14.32.04.40637	0.772497	1.3681	0.734207	-302.857	12.117	26.5906	16.4283
31/08/2023 14.32.04.45637	0.77256	0.763489	0.588608	-300.677	4.4472	25.2548	20.6475
31/08/2023 14.32.04.50637	0.772661	0.694	0.580841	-300.019	-4.2402	19.0137	22.7951
31/08/2023 14.32.04.55712	0.77274	0.384064	0.377747	-298.746	-10.3636	8.58189	23.0621
31/08/2023 14.32.04.60712	0.772693	-1.93201	-0.168076	-296.572	-13.626	-1.94092	21.1582
31/08/2023 14.32.04.65712	0.772465	-2.52255	-0.318695	-295.879	-14.6376	-10.6391	14.9028
31/08/2023 14.32.04.70712	0.772623	-2.31509	-0.265167	-295.347	-14.469	-16.8819	6.86707
31/08/2023 14.32.04.75712	0.772725	0.298767	0.401566	-295.217	-12.1161	-20.0119	-1.52585
31/08/2023 14.32.04.80712	0.772693	1.02423	0.684189	-295.277	-7.4753	-20.6759	-8.91714
31/08/2023 14.32.04.85762	0.772697	0.664459	0.479065	-296.047	-2.70186	-18.8866	-14.7522
31/08/2023 14.32.04.90762	0.772418	-0.997284	0.00518799	-296.963	1.42432	-12.3482	-18.8106
31/08/2023 14.32.04.95762	0.772659	0.99884	0.733704	-298.314	4.15956	-4.55853	-19.851
31/08/2023 14.32.05.00762	0.772733	0.0622559	0.361984	-298.112	5.90944	2.31696	-19.3541
31/08/2023 14.32.05.05762	0.7727	3.23267	1.48375	-297.772	6.60866	7.20982	-14.8185
31/08/2023 14.32.05.10762	0.772577	3.18469	1.45682	-297.278	6.84813	9.93204	-6.31749
31/08/2023 14.32.05.15787	0.772521	0.736877	0.612503	-297.655	7.076	11.38	2.49513
31/08/2023 14.32.05.20787	0.77266	-0.952606	0.0128326	-299.512	6.20334	12.0618	10.1628
31/08/2023 14.32.05.25787	0.772746	-1.24146	-0.0689697	-302.305	4.62953	11.8886	15.1707
31/08/2023 14.32.05.30787	0.77267	-0.846313	-0.0359802	-305.755	3.02588	10.4864	17.5598
31/08/2023 14.32.05.35987	0.772514	1.28394	0.600128	-311.329	1.48766	7.56697	17.9339
31/08/2023 14.32.05.40987	0.77261	1.23376	0.906845	-315.909	1.05278	4.97682	16.5531
31/08/2023 14.32.05.45987	0.772693	-0.824127	0.207031	-319.862	0.689041	2.78186	12.4134
31/08/2023 14.32.05.50987	0.772664	0.536407	0.459427	-323.682	0.0792236	0.411682	7.15765
31/08/2023 14.32.05.55987	0.772683	3.56146	1.34354	-324.68	-0.259583	-1.64613	2.3822
31/08/2023 14.32.05.60987	0.77247	3.10693	1.51509	-324.231	-0.815887	-3.55869	-0.731232
31/08/2023 14.32.05.66012	0.772657	-0.0837708	0.182938	-324.465	-1.63301	-4.34509	-3.11705
31/08/2023 14.32.05.71012	0.77271	0.628601	0.446121	-324.717	-2.56281	-4.78801	-4.17114
31/08/2023 14.32.05.76012	0.772683	4.27661	1.78564	-325.407	-3.80978	-4.96135	-4.70262
31/08/2023 14.32.05.81012	0.772644	3.30151	1.39734	-303.691	-4.23451	-5.14252	-4.89259
31/08/2023 14.32.05.86012	0.772489	1.28732	0.721924	-247.854	-4.40363	-5.1781	-4.8028
31/08/2023 14.32.05.91012	0.772662	0.40741	0.333527	-254.757	-4.10048	-5.00209	-5.30104
31/08/2023 14.32.05.96012	0.77272	0.00759888	0.247772	-272.371	-4.03532	-4.62604	-5.23366
31/08/2023 14.32.06.01012	0.772681	-0.362671	0.326752	-287.131	-3.54373	-3.93367	-4.82658
31/08/2023 14.32.06.06062	0.772566	-1.0892	0.0441742	-303.532	-3.03336	-3.15007	-4.30663
31/08/2023 14.32.06.11062	0.772569	-2.36859	-0.231552	-311.312	-2.12248	-2.40433	-3.4487
31/08/2023 14.32.06.16087	0.772649	-1.98285	-0.194824	-314.6	-1.23688	-1.39445	-2.5992
31/08/2023 14.32.06.21087	0.772723	-1.99744	-0.186142	-316.28	-0.0884552	-0.189453	-1.64978
31/08/2023 14.32.06.26087	0.772699	1.42297	0.797745	-316.986	0.990967	0.546066	-0.990906
31/08/2023 14.32.06.31087	0.772482	-0.974274	0.106277	-316.74	2.15799	1.20721	-0.26236
31/08/2023 14.32.06.36087	0.772621	0.291412	0.437866	-315.375	3.23569	1.56097	0.488037
31/08/2023 14.32.06.41087	0.772698	-2.19336	-0.213089	-314.782	4.21683	2.0972	1.02437
31/08/2023 14.32.06.46162	0.772715	-2.59961	-0.346848	-314.489	5.00012	2.2086	2.47307
31/08/2023 14.32.06.51162	0.772649	-2.37201	-0.329803	-314.285	5.49997	2.77852	3.73767
31/08/2023 14.32.06.56162	0.772469	-1.56107	-0.0143433	-314.857	5.7769	3.00681	5.37685
31/08/2023 14.32.06.61162	0.772653	1.2352	0.616776	-316.325	6.13968	3.3842	6.32396
31/08/2023 14.32.06.66187	0.772727	0.478058	0.407364	-318.087	6.32867	4.35547	6.7482
31/08/2023 14.32.06.71187	0.772692	0.63208	0.434647	-319.985	6.6404	5.67274	6.44893
31/08/2023 14.32.06.76212	0.772563	1.31412	0.747391	-319.99	6.44885	6.89143	6.62503
31/08/2023 14.32.06.81212	0.772539	0.809082	0.450073	-315.95	5.70871	7.2952	5.9536
31/08/2023 14.32.06.86338	0.772693	0.527863	0.339951	-308.161	4.56621	7.26999	5.02588
31/08/2023 14.32.06.91338	0.77271	2.71506	1.26082	-302.073	2.27728	6.53638	3.91321
31/08/2023 14.32.06.96487	0.772739	3.3577	1.43077	-294.364	-1.30133	3.68109	3.11099
31/08/2023 14.32.07.01487	0.772397	3.12408	1.23245	-285.103	-5.74799	-0.607941	3.12361
31/08/2023 14.32.07.06587	0.77265	2.40067	1.03906	-275.794	-10.304	-5.32774	2.82611
31/08/2023 14.32.07.11587	0.772725	0.374542	0.460556	-267.385	-14.3515	-9.60652	1.84521
31/08/2023 14.32.07.16587	0.772699	2.71295	1.27101	-260.206	-16.9242	-12.9408	0.151642
31/08/2023 14.32.07.21587	0.772655	-0.545074	0.125702	-257.93	-18.1897	-15.1352	-2.49352
31/08/2023 14.32.07.26587	0.772488	1.0661	0.566238	-258.071	-18.5552	-16.296	-5.28401
31/08/2023 14.32.07.31587	0.772618	0.326416	0.358566	-264.303	-17.7656	-16.6678	-7.73811
31/08/2023 14.32.07.36587	0.772723	1.02286	0.527542	-276.907	-13.0061	-16.4425	-9.68777
31/08/2023 14.32.07.41587	0.772698	1.12979	0.818176	-293.207	-4.19775	-13.9109	-10.8649
31/08/2023 14.32.07.46837	0.772568	2.07956	1.12627	-314.058	7.18375	-8.36	-11.469
31/08/2023 14.32.07.51837	0.772536	0.7034	0.551102	-327.165	16.5284	-1.00887	-11.2786
31/08/2023 14.32.07.56837	0.772702	0.138733	0.428162	-337.945	29.8427	8.4176	-8.82506
31/08/2023 14.32.07.61837	0.772714	0.641876	0.361343	-344.174	40.8219	18.9644	-4.39165
31/08/2023 14.32.07.66862	0.772733	2.02396	0.890778	-347.028	44.9947	28.7499	1.0641
31/08/2023 14.32.07.71862	0.772432	1.45029	0.658524	-346.592	44.374	35.532	6.92363
31/08/2023 14.32.07.76862	0.772633	3.15579	1.12755	-343.42	33.539	39.1266	13.6706
31/08/2023 14.32.07.81862	0.772696	1.61374	0.701813	-334.43	23.9291	38.9491	20.6684
31/08/2023 14.32.07.86862	0.772693	2.59973	1.22591	-320.058	23.6041	31.6463	26.2347
31/08/2023 14.32.07.91862	0.772694	1.45749	0.809357	-308.014	23.6073	15.4094	29.1741
31/08/2023 14.32.07.96862	0.772424	3.66556	1.56204	-299.251	-26.7035	-3.84195	29.3537
31/08/2023 14.32.08.01862	0.772661	3.85022	1.58107	-292.343	-39.1739	-18.2471	26.3028
31/08/2023 14.32.08.06862	0.772698	0.634277	0.53035	-286.693	-42.3074	-28.9786	17.7913
31/08/2023 14.32.08.11862	0.77271	3.10132	1.46625	-283.758	-41.8728	-36.7017	4.27444
31/08/2023 14.32.08.16887	0.77261	5.6915	2.2644	-281.795	-35.1538	-41.0754	-11.6452
31/08/2023 14.32.08.21887	0.772515	3.64493	1.39987	-281.257	-22.2906	-41.4777	-22.1451
31/08/2023 14.32.08.26887	0.772712	-0.0576477	0.394318	-281.448	-7.31453	-37.5079	-31.1105
31/08/2023 14.32.08.31887	0.772709	1.30334	0.902893	-281.282	6.42177	-25.709	-36.7273
31/08/2023 14.32.08.36887	0.772681	7.58923	2.88109	-280.259	16.7167	-10.6811	-38.122
31/08/2023 14.32.08.41887	0.772491	5.07794	2.15729	-280.354	23.4109	5.07022	-36.7489
31/08/2023 14.32.08.46887	0.772594	5.25125	2.22589	-281.727	27.1149	20.4483	-30.8756
31/08/2023 14.32.08.51887	0.772716	1.97638	0.883591	-286.675	27.5652	31.4584	-29.8507
31/08/2023 14.32.08.56887	0.772663	2.80377	1.10739	-291.276	27.4196	37.1007	-30.2429
31/08/2023 14.32.08.61887	0.772723	4.39047	1.79164	-297.238	26.1205	38.7736	-10.6221
31/08/2023 14.32.08.66912	0.772449	3.0322	1.38181	-303.094	24.0531	37.6343	35.5075
31/08/2023 14.32.08.71912	0.772624	1.94342	0.937454	-307.427	21.6002	30.1802	43.1771
31/08/2023 14.32.08.76962	0.772702	-0.131073	0.265945	-311.456	18.4761	21.4167	45.2807
31/08/2023 14.32.08.81962	0.77272	0.694183	0.502472	-314.067	13.0528	14.5131	42.4641
31/08/2023 14.32.08.86962	0.772652	0.682373	0.451538	-314.42	6.55435	8.76752	30.4358
31/08/2023 14.32.08.91962	0.772456	2.5083	0.97377	-315.648	-2.5294	3.75049	17.907
31/08/2023 14.32.08.96962	0.77271	2.52594	1.17349	-315.712	-12.0103	-0.934357	5.94795
31/08/2023 14.32.09.01962	0.772705	0.880615	0.549759	-316.859	-20.9003	-5.50214	-3.07176
31/08/2023 14.32.09.07012	0.772716	1.19583	0.629105	-316.726	-28.5032	-11.4988	-8.9856
31/08/2023 14.32.09.12012	0.772496	0.0845032	0.338623	-316.171	-33.6681	-17.5048	-12.4443
31/08/2023 14.32.09.17012	0.772574	2.39227	1.14392	-315.777	-36.1054	-23.4673	-14.2281
31/08/2023 14.32.09.22012	0.77265	2.39548	1.04503	-315.203	-36.1555	-28.768	-15.5241
31/08/2023 14.32.09.27012	0.772738	2.47681	1.44931	-314.814	-34.2313	-31.7833	-16.5052
31/08/2023 14.32.09.32012	0.77273	-0.549622	0.247284	-312.367	-27.2046	-32.6312	-17.4273
31/08/2023 14.32.09.37012	0.772457	6.60522	2.94525	-310.793	-16.3923	-32.4976	-19.0112
31/08/2023 14.32.09.42012	0.772625	3.50659	1.4149	-304.226	-3.11678	-26.9813	-20.9689
31/08/2023 14.32.09.47012	0.772704	1.95166	0.868973	-298.423	11.0848	-15.1711	-22.129
31/08/2023 14.32.09.52012	0.772666	1.8765	1.10645	-294.093	23.9929	0.190475	-22.5001
